timestamp,time,mac_address,rssi,tx_power,pos_x,pos_y,pos_z
1788524006280,2026-09-04 14:13:26.280,C3:00:00:63:4D:04,-54,127,5.8,6.54,1.5
1788524006823,2026-09-04 14:13:26.823,C3:00:00:63:4D:04,-54,127,5.8,6.54,1.5
1788524006939,2026-09-04 14:13:26.939,C3:00:00:63:4D:04,-52,127,5.8,6.54,1.5
1788524006945,2026-09-04 14:13:26.945,C3:00:00:63:4D:04,-50,127,5.8,6.54,1.5
1788524006962,2026-09-04 14:13:26.962,C3:00:00:63:4D:04,-61,127,5.8,6.54,1.5
1788524006995,2026-09-04 14:13:26.995,C3:00:00:63:4D:04,-53,127,5.8,6.54,1.5
1788524007020,2026-09-04 14:13:27.020,C3:00:00:63:4D:04,-51,127,5.8,6.54,1.5
1788524007071,2026-09-04 14:13:27.071,C3:00:00:63:4D:04,-52,127,5.8,6.54,1.5
1788524007109,2026-09-04 14:13:27.109,C3:00:00:63:4D:04,-61,127,5.8,6.54,1.5
1788524007189,2026-09-04 14:13:27.189,C3:00:00:63:4D:04,-53,127,5.8,6.54,1.5
1788524007433,2026-09-04 14:13:27.433,C3:00:00:63:4D:04,-55,127,5.8,6.54,1.5
1788524007492,2026-09-04 14:13:27.492,C3:00:00:63:4D:04,-52,127,5.8,6.54,1.5
1788524007615,2026-09-04 14:13:27.615,C3:00:00:63:4D:04,-52,127,5.8,6.54,1.5
1788524007707,2026-09-04 14:13:27.707,C3:00:00:63:4D:04,-53,127,5.8,6.54,1.5
1788524007795,2026-09-04 14:13:27.795,C3:00:00:63:4D:04,-54,127,5.8,6.54,1.5
1788524007893,2026-09-04 14:13:27.893,C3:00:00:63:4D:04,-53,127,5.8,6.54,1.5
1788524007994,2026-09-04 14:13:27.994,C3:00:00:63:4D:04,-52,127,5.8,6.54,1.5
1788524008096,2026-09-04 14:13:28.096,C3:00:00:63:4D:04,-55,127,5.8,6.54,1.5
1788524008215,2026-09-04 14:13:28.215,C3:00:00:63:4D:04,-55,127,5.8,6.54,1.5
1788524008322,2026-09-04 14:13:28.322,C3:00:00:63:4D:04,-52,127,5.8,6.54,1.5
1788524008410,2026-09-04 14:13:28.410,C3:00:00:63:4D:04,-56,127,5.8,6.54,1.5
1788524008440,2026-09-04 14:13:28.440,C3:00:00:63:4D:04,-56,127,5.8,6.54,1.5
1788524008619,2026-09-04 14:13:28.619,C3:00:00:63:4D:04,-51,127,5.8,6.54,1.5
1788524008819,2026-09-04 14:13:28.819,C3:00:00:63:4D:04,-59,127,5.8,6.54,1.5
1788524008915,2026-09-04 14:13:28.915,C3:00:00:63:4D:04,-58,127,5.8,6.54,1.5
1788524009022,2026-09-04 14:13:29.022,C3:00:00:63:4D:04,-62,127,5.8,6.54,1.5
1788524009338,2026-09-04 14:13:29.338,C3:00:00:63:4D:04,-54,127,5.8,6.54,1.5
1788524009439,2026-09-04 14:13:29.439,C3:00:00:63:4D:04,-54,127,5.8,6.54,1.5
1788524009527,2026-09-04 14:13:29.527,C3:00:00:63:4D:04,-58,127,5.8,6.54,1.5
1788524009636,2026-09-04 14:13:29.636,C3:00:00:63:4D:04,-63,127,5.8,6.54,1.5
1788524009741,2026-09-04 14:13:29.741,C3:00:00:63:4D:04,-59,127,5.8,6.54,1.5
1788524009947,2026-09-04 14:13:29.947,C3:00:00:63:4D:04,-54,127,5.8,6.54,1.5
1788524010041,2026-09-04 14:13:30.041,C3:00:00:63:4D:04,-54,127,5.8,6.54,1.5
1788524010143,2026-09-04 14:13:30.143,C3:00:00:63:4D:04,-55,127,5.8,6.54,1.5
1788524010245,2026-09-04 14:13:30.245,C3:00:00:63:4D:04,-54,127,5.8,6.54,1.5
1788524010351,2026-09-04 14:13:30.351,C3:00:00:63:4D:04,-54,127,5.8,6.54,1.5
1788524010454,2026-09-04 14:13:30.454,C3:00:00:63:4D:04,-51,127,5.8,6.54,1.5
1788524010551,2026-09-04 14:13:30.551,C3:00:00:63:4D:04,-54,127,5.8,6.54,1.5
1788524010619,2026-09-04 14:13:30.619,C3:00:00:63:4D:04,-61,127,5.8,6.54,1.5
1788524010651,2026-09-04 14:13:30.651,C3:00:00:63:4D:04,-54,127,5.8,6.54,1.5
1788524010758,2026-09-04 14:13:30.758,C3:00:00:63:4D:04,-51,127,5.8,6.54,1.5
1788524010855,2026-09-04 14:13:30.855,C3:00:00:63:4D:04,-54,127,5.8,6.54,1.5
1788524010960,2026-09-04 14:13:30.960,C3:00:00:63:4D:04,-54,127,5.8,6.54,1.5
1788524011067,2026-09-04 14:13:31.067,C3:00:00:63:4D:04,-51,127,5.8,6.54,1.5
1788524011160,2026-09-04 14:13:31.160,C3:00:00:63:4D:04,-54,127,5.8,6.54,1.5
1788524011280,2026-09-04 14:13:31.280,C3:00:00:63:4D:04,-51,127,5.8,6.54,1.5
1788524011388,2026-09-04 14:13:31.388,C3:00:00:63:4D:04,-54,127,5.8,6.54,1.5
1788524011474,2026-09-04 14:13:31.474,C3:00:00:63:4D:04,-54,127,5.8,6.54,1.5
1788524011588,2026-09-04 14:13:31.588,C3:00:00:63:4D:04,-51,127,5.8,6.54,1.5
1788524011675,2026-09-04 14:13:31.675,C3:00:00:63:4D:04,-54,127,5.8,6.54,1.5
1788524011792,2026-09-04 14:13:31.792,C3:00:00:63:4D:04,-53,127,5.8,6.54,1.5
1788524011855,2026-09-04 14:13:31.855,C3:00:00:63:4D:04,-58,127,5.8,6.54,1.5
1788524011981,2026-09-04 14:13:31.981,C3:00:00:63:4D:04,-60,127,5.8,6.54,1.5
1788524012085,2026-09-04 14:13:32.085,C3:00:00:63:4D:04,-53,127,5.8,6.54,1.5
1788524012187,2026-09-04 14:13:32.187,C3:00:00:63:4D:04,-50,127,5.8,6.54,1.5
1788524012228,2026-09-04 14:13:32.228,C3:00:00:63:4D:04,-50,127,5.8,6.54,1.5
1788524012291,2026-09-04 14:13:32.291,C3:00:00:63:4D:04,-53,127,5.8,6.54,1.5
1788524012383,2026-09-04 14:13:32.383,C3:00:00:63:4D:04,-60,127,5.8,6.54,1.5
1788524012484,2026-09-04 14:13:32.484,C3:00:00:63:4D:04,-50,127,5.8,6.54,1.5
1788524012504,2026-09-04 14:13:32.504,C3:00:00:63:4D:04,-50,127,5.8,6.54,1.5
1788524012585,2026-09-04 14:13:32.585,C3:00:00:63:4D:04,-58,127,5.8,6.54,1.5
1788524012703,2026-09-04 14:13:32.703,C3:00:00:63:4D:04,-64,127,5.8,6.54,1.5
