timestamp,time,mac_address,rssi,tx_power,pos_x,pos_y,pos_z
1782833267437,2026-06-30 17:27:47.437,C3:00:00:63:4D:07,-74,127,0.5,0.5,1.5
1782833267590,2026-06-30 17:27:47.590,C3:00:00:63:4D:07,-58,127,0.5,0.5,1.5
1782833267612,2026-06-30 17:27:47.612,C3:00:00:63:4D:07,-58,127,0.5,0.5,1.5
1782833267685,2026-06-30 17:27:47.685,C3:00:00:63:4D:07,-61,127,0.5,0.5,1.5
1782833267692,2026-06-30 17:27:47.692,C3:00:00:63:4D:07,-60,127,0.5,0.5,1.5
1782833267711,2026-06-30 17:27:47.711,C3:00:00:63:4D:07,-60,127,0.5,0.5,1.5
1782833267813,2026-06-30 17:27:47.813,C3:00:00:63:4D:07,-56,127,0.5,0.5,1.5
1782833267921,2026-06-30 17:27:47.921,C3:00:00:63:4D:07,-55,127,0.5,0.5,1.5
1782833268021,2026-06-30 17:27:48.021,C3:00:00:63:4D:07,-60,127,0.5,0.5,1.5
1782833268069,2026-06-30 17:27:48.069,C3:00:00:63:4D:07,-53,127,0.5,0.5,1.5
1782833268124,2026-06-30 17:27:48.124,C3:00:00:63:4D:07,-54,127,0.5,0.5,1.5
1782833268227,2026-06-30 17:27:48.227,C3:00:00:63:4D:07,-56,127,0.5,0.5,1.5
1782833268324,2026-06-30 17:27:48.324,C3:00:00:63:4D:07,-63,127,0.5,0.5,1.5
1782833268429,2026-06-30 17:27:48.429,C3:00:00:63:4D:07,-62,127,0.5,0.5,1.5
1782833268528,2026-06-30 17:27:48.528,C3:00:00:63:4D:07,-54,127,0.5,0.5,1.5
1782833268627,2026-06-30 17:27:48.627,C3:00:00:63:4D:07,-62,127,0.5,0.5,1.5
1782833268652,2026-06-30 17:27:48.652,C3:00:00:63:4D:07,-71,127,0.5,0.5,1.5
1782833268792,2026-06-30 17:27:48.792,C3:00:00:63:4D:07,-63,127,0.5,0.5,1.5
1782833269040,2026-06-30 17:27:49.040,C3:00:00:63:4D:07,-65,127,0.5,0.5,1.5
1782833269142,2026-06-30 17:27:49.142,C3:00:00:63:4D:07,-64,127,0.5,0.5,1.5
1782833269241,2026-06-30 17:27:49.241,C3:00:00:63:4D:07,-68,127,0.5,0.5,1.5
1782833269341,2026-06-30 17:27:49.341,C3:00:00:63:4D:07,-63,127,0.5,0.5,1.5
1782833269423,2026-06-30 17:27:49.423,C3:00:00:63:4D:07,-62,127,0.5,0.5,1.5
1782833269459,2026-06-30 17:27:49.459,C3:00:00:63:4D:07,-61,127,0.5,0.5,1.5
1782833269755,2026-06-30 17:27:49.755,C3:00:00:63:4D:07,-67,127,0.5,0.5,1.5
1782833269858,2026-06-30 17:27:49.858,C3:00:00:63:4D:07,-65,127,0.5,0.5,1.5
1782833269965,2026-06-30 17:27:49.965,C3:00:00:63:4D:07,-56,127,0.5,0.5,1.5
1782833270066,2026-06-30 17:27:50.066,C3:00:00:63:4D:07,-64,127,0.5,0.5,1.5
1782833270162,2026-06-30 17:27:50.162,C3:00:00:63:4D:07,-78,127,0.5,0.5,1.5
1782833270366,2026-06-30 17:27:50.366,C3:00:00:63:4D:07,-61,127,0.5,0.5,1.5
1782833270576,2026-06-30 17:27:50.576,C3:00:00:63:4D:07,-56,127,0.5,0.5,1.5
1782833270670,2026-06-30 17:27:50.670,C3:00:00:63:4D:07,-67,127,0.5,0.5,1.5
1782833270797,2026-06-30 17:27:50.797,C3:00:00:63:4D:07,-63,127,0.5,0.5,1.5
1782833271490,2026-06-30 17:27:51.490,C3:00:00:63:4D:07,-60,127,0.5,0.5,1.5
1782833271688,2026-06-30 17:27:51.688,C3:00:00:63:4D:07,-61,127,0.5,0.5,1.5
1782833271905,2026-06-30 17:27:51.905,C3:00:00:63:4D:07,-62,127,0.5,0.5,1.5
1782833272075,2026-06-30 17:27:52.075,C3:00:00:63:4D:07,-62,127,0.5,0.5,1.5
1782833272105,2026-06-30 17:27:52.105,C3:00:00:63:4D:07,-58,127,0.5,0.5,1.5
1782833272199,2026-06-30 17:27:52.199,C3:00:00:63:4D:07,-60,127,0.5,0.5,1.5
1782833272302,2026-06-30 17:27:52.302,C3:00:00:63:4D:07,-60,127,0.5,0.5,1.5
1782833272412,2026-06-30 17:27:52.412,C3:00:00:63:4D:07,-60,127,0.5,0.5,1.5
1782833272513,2026-06-30 17:27:52.513,C3:00:00:63:4D:07,-66,127,0.5,0.5,1.5
1782833272607,2026-06-30 17:27:52.607,C3:00:00:63:4D:07,-59,127,0.5,0.5,1.5
1782833272715,2026-06-30 17:27:52.715,C3:00:00:63:4D:07,-61,127,0.5,0.5,1.5
1782833272800,2026-06-30 17:27:52.800,C3:00:00:63:4D:07,-60,127,0.5,0.5,1.5
1782833272829,2026-06-30 17:27:52.829,C3:00:00:63:4D:07,-60,127,0.5,0.5,1.5
1782833272919,2026-06-30 17:27:52.919,C3:00:00:63:4D:07,-64,127,0.5,0.5,1.5
1782833273021,2026-06-30 17:27:53.021,C3:00:00:63:4D:07,-58,127,0.5,0.5,1.5
1782833273130,2026-06-30 17:27:53.130,C3:00:00:63:4D:07,-59,127,0.5,0.5,1.5
1782833273223,2026-06-30 17:27:53.223,C3:00:00:63:4D:07,-60,127,0.5,0.5,1.5
1782833273328,2026-06-30 17:27:53.328,C3:00:00:63:4D:07,-71,127,0.5,0.5,1.5
1782833273432,2026-06-30 17:27:53.432,C3:00:00:63:4D:07,-60,127,0.5,0.5,1.5
1782833273452,2026-06-30 17:27:53.452,C3:00:00:63:4D:07,-60,127,0.5,0.5,1.5
1782833273532,2026-06-30 17:27:53.532,C3:00:00:63:4D:07,-60,127,0.5,0.5,1.5
1782833273630,2026-06-30 17:27:53.630,C3:00:00:63:4D:07,-60,127,0.5,0.5,1.5
1782833273741,2026-06-30 17:27:53.741,C3:00:00:63:4D:07,-66,127,0.5,0.5,1.5
1782833273934,2026-06-30 17:27:53.934,C3:00:00:63:4D:07,-65,127,0.5,0.5,1.5
1782833274039,2026-06-30 17:27:54.039,C3:00:00:63:4D:07,-73,127,0.5,0.5,1.5
1782833274345,2026-06-30 17:27:54.345,C3:00:00:63:4D:07,-60,127,0.5,0.5,1.5
1782833274443,2026-06-30 17:27:54.443,C3:00:00:63:4D:07,-69,127,0.5,0.5,1.5
1782833274550,2026-06-30 17:27:54.550,C3:00:00:63:4D:07,-61,127,0.5,0.5,1.5
1782833274652,2026-06-30 17:27:54.652,C3:00:00:63:4D:07,-64,127,0.5,0.5,1.5
1782833274769,2026-06-30 17:27:54.769,C3:00:00:63:4D:07,-63,127,0.5,0.5,1.5
1782833274807,2026-06-30 17:27:54.807,C3:00:00:63:4D:07,-62,127,0.5,0.5,1.5
